,Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
7068,Split/Second,PC,2010,Racing,79.0,8.2,12
7069,Tennis Masters Series 2003,XB,2002,Sports,67.0,,6
7071,Dead Head Fred,PSP,2007,Action,75.0,7.3,18
7072,MLB SlugFest 20-04,GC,2003,Sports,76.0,,6
7073,Pocket Pool,PSP,2007,Action,37.0,,18
7075,Need for Speed: ProStreet,PC,2007,Racing,70.0,5.9,12
7076,Digimon Rumble Arena 2,GC,2004,Fighting,71.0,8.1,16
7079,Pac-Man World Rally,PSP,2006,Racing,51.0,,6
7080,Hellboy: The Science of Evil,PSP,2008,Action,42.0,7.1,16
7081,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,56.0,,6
7082,The Sims Deluxe,PC,2002,Simulation,92.0,8.2,16
7083,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,78.0,7.7,12
7084,The Sims 2: Pets,PC,2006,Simulation,76.0,7.7,16
7086,The Kore Gang,Wii,2010,Platform,70.0,8.6,12
7088,Blood Bowl,PC,2009,Sports,72.0,6.5,16
7089,Port Royale 2,PC,2004,Strategy,75.0,7.7,16
7090,Star Trek: Shattered Universe,XB,2004,Simulation,41.0,4.0,6
7091,Company of Heroes: Tales of Valor,PC,2009,Strategy,70.0,7.2,18
7092,Guilty Gear XX Accent Core,Wii,2007,Fighting,75.0,8.4,16
7093,Lionel Trains: On Track,DS,2006,Action,47.0,,6
7094,WarJetz,PS2,2001,Shooter,59.0,5.5,16
7095,Catwoman,GBA,2004,Action,61.0,,16
7096,Devil May Cry 4,PC,2008,Action,78.0,8.5,18
7097,Capcom Fighting Evolution,XB,2005,Fighting,61.0,,16
7098,World Poker Tour,PSP,2006,Misc,68.0,,16
7099,Barnyard,Wii,2006,Action,65.0,5.7,12
7101,Heroes of Might and Magic V,PC,2006,Strategy,77.0,7.9,16
7102,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,78.0,7.2,18
7103,Aeon Flux,PS2,2005,Action,66.0,5.8,16
7104,Age of Mythology: The Titans,PC,2003,Strategy,84.0,8.7,16
7107,Shattered Union,XB,2005,Strategy,66.0,6.9,16
7108,Mat Hoffman's Pro BMX 2,GC,2002,Sports,70.0,,16
7111,Company of Heroes: Opposing Fronts,PC,2007,Strategy,87.0,8.6,18
7112,Superman: Countdown to Apokolips,GBA,2003,Platform,47.0,5.7,6
7113,Worms 4: Mayhem,XB,2005,Strategy,69.0,9.2,16
7114,Rise of Nations,PC,2003,Strategy,89.0,9.0,16
7116,Imperial Glory,PC,2005,Strategy,69.0,8.4,16
7117,Antz Extreme Racing,PS2,2002,Racing,31.0,5.0,6
7118,Mike Tyson Boxing,GBA,2002,Sports,44.0,,6
7119,Samurai Warriors 2: Empires,X360,2007,Action,53.0,8.5,16
7120,Metal Slug XX,PSP,2009,Shooter,67.0,6.1,16
7121,Patrician IV,PC,2010,Strategy,66.0,6.4,6
7122,Fisherman's Challenge,PS2,2003,Sports,67.0,7.5,6
7123,Mission: Impossible - Operation Surma,GBA,2003,Platform,42.0,,16
7125,The Da Vinci Code,XB,2006,Action,52.0,2.8,16
7126,Super Black Bass Fishing,DS,2005,Sports,35.0,,6
7127,Pure Pinball,XB,2004,Misc,68.0,8.5,6
7128,Headhunter: Redemption,PS2,2004,Action,62.0,6.7,18
7129,Stuntman,GBA,2003,Racing,77.0,,6
7130,The Chase: Felix Meets Felicity,DS,2009,Action,59.0,,6
7132,Grand Theft Auto: Vice City,PC,2003,Action,94.0,8.8,18
7133,Surf's Up,PS3,2007,Sports,59.0,5.1,12
7134,SWAT: Target Liberty,PSP,2007,Shooter,50.0,7.7,16
7135,Twin Strike: Operation Thunder,Wii,2008,Shooter,50.0,8.3,12
7136,CSI: Fatal Conspiracy,PC,2010,Adventure,47.0,5.5,18
7137,Bomberman: Act Zero,X360,2006,Puzzle,34.0,2.2,16
7138,Empire Earth III,PC,2007,Strategy,50.0,2.8,16
7139,Astro Boy: The Video Game,PSP,2009,Action,60.0,,12
7141,Dreamfall: The Longest Journey,XB,2006,Adventure,73.0,8.8,18
7143,Outlaw Volleyball Remixed,PS2,2004,Sports,57.0,,18
7144,The Adventures of Darwin,PS2,2006,Strategy,53.0,,12
7145,Brothers In Arms DS,DS,2007,Shooter,72.0,8.0,16
7146,Colin McRae Rally 3,XB,2002,Racing,86.0,7.4,6
7147,TMNT,DS,2007,Action,42.0,2.2,12
7148,Stolen,PS2,2005,Action,51.0,7.4,16
7149,Stoked: Big Air Edition,X360,2009,Sports,72.0,7.7,16
7151,Pro Race Driver,XB,2003,Racing,80.0,7.5,16
7152,The Movies,PC,2005,Simulation,84.0,8.3,16
7153,Countdown Vampires,PS,1999,Adventure,41.0,,18
7154,FIFA World Cup Germany 2006,DS,2006,Sports,71.0,7.2,6
7155,Supreme Commander: Forged Alliance,PC,2007,Strategy,81.0,8.9,12
7156,Dragon Ball: Advanced Adventure,GBA,2004,Action,75.0,8.5,12
7157,The Ripping Friends,GBA,2002,Action,38.0,,6
7159,Super Army War,GBA,2005,Action,58.0,,16
7160,Echo Night Beyond,PS2,2004,Adventure,60.0,8.8,16
7161,Meteos: Disney Magic,DS,2007,Puzzle,74.0,6.6,6
7163,Evolution Skateboarding,GC,2002,Sports,44.0,,16
7165,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,39.0,7.4,12
7166,Halo: Combat Evolved,PC,2003,Shooter,83.0,7.4,18
7168,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,68.0,7.3,16
7171,Rugby 08,PS2,2007,Sports,74.0,7.4,6
7172,Caesar IV,PC,2006,Strategy,74.0,7.6,12
7173,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,71.0,6.2,6
7174,Cy Girls,PS2,2004,Action,53.0,8.8,18
7177,The Sum of All Fears,GBA,2002,Shooter,69.0,,16
7178,Bubble Bobble Double Shot,DS,2007,Puzzle,50.0,4.8,6
7179,Bionicle Heroes,Wii,2007,Shooter,52.0,5.8,12
7180,Harry Potter and the Order of the Phoenix,PC,2007,Action,63.0,7.1,12
7181,Minority Report: Everybody Runs,GBA,2002,Action,54.0,,16
7182,C.O.R.E.,DS,2009,Shooter,44.0,6.9,18
7183,Chaos Wars,PS2,2006,Strategy,64.0,6.9,16
7184,Steambot Chronicles,PS2,2005,Role-Playing,74.0,8.2,16
7185,Gumby vs. the Astrobots,GBA,2005,Action,63.0,,6
7186,Scaler,GC,2004,Platform,69.0,7.3,6
7187,Scarface: The World is Yours,PC,2006,Action,73.0,7.5,18
7189,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,68.0,8.3,16
7190,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,67.0,7.2,6
7191,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,82.0,8.1,6
7192,Fading Shadows,PSP,2008,Puzzle,62.0,,6
7193,Smashing Drive,XB,2002,Racing,42.0,,16
7194,Without Warning,PS2,2005,Shooter,45.0,6.5,18
7195,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,56.0,,12
7196,Napoleon Dynamite: The Game,PSP,2007,Puzzle,37.0,4.6,12
7197,Saints Row 2,PC,2009,Action,72.0,6.8,18
7199,Monster Force,GBA,2002,Shooter,65.0,,6
7200,World Championship Pool 2004,XB,2003,Sports,67.0,,6
7201,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,67.0,8.2,12
7202,Flow: Urban Dance Uprising,PS2,2005,Misc,65.0,,16
7204,RLH: Run Like Hell,XB,2003,Shooter,55.0,8.0,18
7205,Obscure,XB,2004,Adventure,66.0,8.4,18
7208,World of Goo,PC,2008,Puzzle,90.0,8.5,6
7209,Secret Files 2: Puritas Cordis,PC,2009,Adventure,64.0,7.1,16
7210,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,66.0,6.8,16
7211,Railroad Tycoon 3,PC,2003,Strategy,80.0,7.7,6
7212,Zoo Hospital,DS,2007,Simulation,53.0,,6
7213,Sega Arcade Gallery,GBA,2003,Misc,70.0,,6
7214,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,75.0,7.7,18
7215,Painkiller: Hell Wars,XB,2006,Shooter,68.0,7.4,18
7216,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,71.0,8.9,6
7217,Greg Hastings Paintball 2,PS3,2010,Shooter,46.0,,12
7218,World in Conflict,PC,2007,Strategy,89.0,8.1,16
7219,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,53.0,,12
7220,Alienators: Evolution Continues,GBA,2001,Action,54.0,,6
7221,Pirates: Duels on the High Seas,DS,2008,Action,50.0,,6
7222,MX World Tour Featuring Jamie Little,XB,2005,Racing,51.0,,6
7223,Tomb Raider: Anniversary,PC,2007,Action,83.0,8.1,16
7226,RedCard 20-03,XB,2002,Sports,67.0,9.0,6
7227,Bounty Hounds,PSP,2006,Action,63.0,6.0,16
7228,TOCA Race Driver 3,XB,2006,Racing,84.0,8.0,12
7229,Silent Scope,GBA,2002,Shooter,70.0,8.0,16
7231,Hotel Giant 2,PC,2008,Strategy,58.0,2.5,6
7232,DarkStar One,PC,2006,Simulation,71.0,7.2,16
7233,ESPN NBA 2Night 2002,PS2,2002,Sports,59.0,,6
7234,"Crouching Tiger, Hidden Dragon",GBA,2003,Action,60.0,,16
7235,Hitman: Blood Money,PC,2006,Action,82.0,8.8,18
7237,Section 8,PC,2009,Shooter,72.0,7.0,16
7238,Alpha Protocol,PC,2010,Role-Playing,72.0,7.5,18
7239,Planescape: Torment,PC,1998,Role-Playing,91.0,9.2,16
7240,Driven,GBA,2001,Racing,68.0,,6
7241,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,81.0,8.6,16
7242,Red Faction II,GC,2003,Shooter,79.0,7.3,18
7243,Battle Engine Aquila,PS2,2003,Shooter,73.0,9.0,16
7244,Special Forces: Nemesis Strike,XB,2005,Shooter,60.0,6.5,18
7245,Women's Volleyball Championship,PS2,2007,Sports,32.0,4.0,6
7246,Crimson Tears,PS2,2004,Role-Playing,62.0,7.8,16
7247,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,48.0,8.7,16
7248,WRC: FIA World Rally Championship,PSP,2005,Racing,67.0,7.8,6
7249,Rapala Tournament Fishing!,X360,2006,Sports,41.0,8.0,6
7250,Superstars V8 Racing,PS3,2009,Racing,66.0,4.9,6
7251,The Italian Job,GC,2003,Racing,56.0,,16
7254,Rise of Nations: Rise of Legends,PC,2006,Strategy,84.0,8.5,16
7255,The Sum of All Fears,GC,2003,Shooter,36.0,3.4,16
7257,EverBlue 2,PS2,2002,Adventure,59.0,7.5,6
7258,Electroplankton,DS,2005,Misc,71.0,7.0,6
7260,CT Special Forces,GBA,2002,Action,71.0,,16
7261,FIFA World Cup: Germany 2006,GBA,2006,Sports,57.0,6.9,6
7262,Earthworm Jim 2,GBA,2002,Platform,45.0,5.7,6
7263,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,70.0,6.4,12
7264,MotoGP,PSP,2006,Racing,69.0,7.1,6
7265,Street Supremacy,PSP,2005,Racing,41.0,,6
7266,Apache: Air Assault,PC,2010,Simulation,64.0,7.5,16
7267,Call of Juarez: Bound in Blood,PC,2009,Shooter,78.0,8.0,18
7268,Red Faction: Guerrilla,PC,2009,Shooter,82.0,7.5,18
7269,Disney Sports Soccer,GC,2002,Sports,75.0,,6
7270,Legend of the Dragon,PSP,2007,Fighting,38.0,,16
7272,Astonishia Story,PSP,2006,Role-Playing,48.0,4.9,12
7273,Prince of Persia: The Forgotten Sands,PC,2010,Action,75.0,6.6,16
7274,GunGriffon: Allied Strike,XB,2004,Simulation,55.0,,16
7275,Stacked with Daniel Negreanu,PSP,2006,Misc,63.0,,16
7276,RACE On,PC,2009,Racing,73.0,8.2,6
7277,PopCap Arcade Vol 2,X360,2009,Misc,67.0,,12
7279,Tork: Prehistoric Punk,XB,2005,Platform,62.0,6.2,6
7280,Overlord II,PC,2009,Action,79.0,8.1,16
7281,Flipper Critters,DS,2007,Simulation,60.0,,6
7282,Underground Pool,DS,2007,Sports,40.0,,6
7283,Jikandia: The Timeless Land,PSP,2010,Role-Playing,60.0,7.2,16
7284,Toy Shop,DS,2008,Simulation,31.0,5.4,6
7289,Dance Factory,PS2,2006,Action,56.0,5.8,6
7290,RoadKill,GC,2003,Action,64.0,,18
7291,The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,58.0,6.1,12
7292,Combat Mission: Shock Force,PC,2007,Strategy,62.0,3.3,16
7293,F1 2002,GC,2002,Racing,72.0,7.8,6
7294,Sitting Ducks,GBA,2003,Platform,35.0,,6
7295,Garfield: A Tale of Two Kitties,DS,2006,Platform,59.0,,6
7296,Men of War,PC,2009,Strategy,80.0,8.1,18
7297,Ultimate Block Party,PSP,2004,Puzzle,76.0,,6
7298,Stacked with Daniel Negreanu,XB,2006,Misc,61.0,,16
7299,Konami Classics Series: Arcade Hits,DS,2007,Misc,76.0,,12
7300,Dr. Muto,GC,2002,Platform,63.0,,16
7301,Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,64.0,,6
7306,Summer Athletics: The Ultimate Challenge,X360,2008,Sports,48.0,,6
7308,Neverwinter Nights,PC,2002,Role-Playing,91.0,8.2,16
7309,Digimon World 4,XB,2005,Role-Playing,54.0,8.8,6
7310,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,76.0,7.3,16
7311,Galleon: Islands of Mystery,XB,2004,Action,67.0,7.0,16
7312,Sunny Garcia Surfing,PS2,2001,Sports,61.0,7.9,6
7313,Lock On: Modern Air Combat,PC,2003,Simulation,76.0,7.5,6
7316,Guild Wars,PC,2005,Role-Playing,89.0,8.4,16
7318,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,66.0,7.8,16
7319,Freaky Flyers,XB,2003,Racing,64.0,,16
7320,Nacho Libre,DS,2006,Action,56.0,5.8,12
7322,Homeworld 2,PC,2003,Strategy,83.0,8.3,16
7323,Rayman 3: Hoodlum Havoc,PC,2003,Platform,74.0,8.3,6
7324,Graffiti Kingdom,PS2,2004,Role-Playing,71.0,7.1,6
7325,Bubble Bobble Evolution,PSP,2006,Puzzle,47.0,,6
7326,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,78.0,9.3,6
7327,N+,PSP,2007,Platform,79.0,7.8,6
7328,Ducati World Racing Challenge,PS,2001,Racing,68.0,,6
7329,Away: Shuffle Dungeon,DS,2008,Role-Playing,65.0,,12
7330,Knights of Honor,PC,2004,Strategy,77.0,9.1,12
7331,CIMA: The Enemy,GBA,2003,Role-Playing,70.0,,6
7332,Empire Earth II,PC,2005,Strategy,79.0,7.1,16
7333,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,58.0,,6
7334,Hot Pixel,PSP,2007,Puzzle,55.0,6.5,16
7336,Codename: Panzers Cold War,PC,2009,Strategy,67.0,5.8,16
7337,R-Type III: The Third Lightning,GBA,2004,Shooter,46.0,,6
7338,Star Wars: The Force Unleashed II,PC,2010,Action,59.0,5.8,16
7339,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,51.0,,6
7340,Atomic Betty,GBA,2005,Puzzle,62.0,7.5,6
7341,Doom,PC,1992,Shooter,85.0,8.2,18
7342,Robin Hood: Defender of the Crown,XB,2003,Strategy,57.0,,16
7343,Street Jam Basketball,GBA,2004,Sports,35.0,8.0,6
7344,Curious George,XB,2006,Action,57.0,,6
7345,Disney's Aladdin,GBA,2003,Platform,59.0,,6
7346,Virtual Pool: Tournament Edition,XB,2005,Sports,62.0,,6
7348,Harry Potter and the Half-Blood Prince,PC,2009,Action,64.0,6.1,12
7350,Popeye: Rush for Spinach,GBA,2005,Platform,48.0,4.2,6
7351,Culdcept,PS2,2002,Strategy,78.0,8.9,16
7352,Planet of the Apes,GBA,2001,Action,54.0,,6
7353,Real World Golf,XB,2006,Sports,74.0,,6
7354,GTR Evolution,PC,2008,Racing,83.0,8.2,6
7356,NBA 08,PSP,2007,Sports,75.0,7.5,6
7357,Sins of a Solar Empire,PC,2008,Strategy,87.0,8.2,16
7359,Resident Evil 4,PC,2007,Action,76.0,7.4,18
7360,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,48.0,,12
7361,007: Quantum of Solace,PC,2008,Action,70.0,6.3,16
7362,Metal Dungeon,XB,2002,Role-Playing,44.0,7.2,16
7363,Drome Racers,GC,2003,Racing,54.0,6.6,6
7364,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,70.0,7.0,16
7365,Commander: Conquest of the Americas,PC,2010,Strategy,68.0,5.2,16
7367,Race Driver 2006,PSP,2006,Racing,81.0,8.5,16
7368,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,44.0,8.6,16
7370,Whiteout,XB,2002,Racing,58.0,,16
7371,Kung Fu Panda: Legendary Warriors,DS,2008,Action,73.0,,12
7374,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,47.0,8.2,16
7375,Syberia II,XB,2004,Adventure,71.0,8.7,16
7376,Motor Trend presents Lotus Challenge,XB,2003,Racing,61.0,,6
7377,Braid,PC,2009,Platform,90.0,8.6,12
7378,Syberia,PC,2002,Action,82.0,8.5,16
7379,Turn It Around,DS,2006,Action,39.0,4.5,6
7380,Jack Keane,PC,2008,Adventure,69.0,7.0,16
7381,Monsters vs. Aliens,PC,2009,Action,63.0,6.2,12
7383,The King of Fighters 02/03,XB,2005,Fighting,76.0,,16
7384,ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,71.0,,16
7385,The Island of Dr. Frankenstein,Wii,2009,Adventure,26.0,,6
7386,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,65.0,,6
7387,LEGO Harry Potter: Years 1-4,PC,2010,Action,79.0,7.9,12
7388,CID The Dummy,PSP,2009,Platform,41.0,,12
7389,MechAssault: Phantom War,DS,2006,Simulation,66.0,4.5,16
7390,The Last Guy,PS3,2009,Action,77.0,6.9,12
7391,Disney Sports Soccer,GBA,2002,Sports,68.0,,6
7392,101-in-1 Sports Party Megamix,Wii,2010,Sports,41.0,,12
7393,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,45.0,,12
7394,Max Payne,GBA,2003,Shooter,78.0,7.8,18
7395,Pro Cast Sports Fishing,XB,2003,Sports,49.0,,6
7396,Star Trek: Tactical Assault,PSP,2006,Strategy,64.0,7.9,6
7397,Cossacks: European Wars,PC,2001,Strategy,74.0,8.6,16
7399,NBA 2K7,XB,2006,Sports,83.0,8.6,6
7400,Auto Modellista,GC,2003,Racing,62.0,,6
7401,Dave Mirra Freestyle BMX 3,GBA,2002,Sports,78.0,,6
7403,Eco Creatures: Save The Forest,DS,2007,Adventure,55.0,,6
7404,Frogger: Ancient Shadow,XB,2005,Platform,47.0,,6
7405,Warhammer: Mark of Chaos,PC,2006,Strategy,73.0,7.4,18
7406,Warship Gunner 2,PS2,2006,Simulation,62.0,8.5,16
7407,Gotcha Force,GC,2003,Shooter,56.0,8.2,6
7408,Driver: Parallel Lines,Wii,2007,Racing,59.0,6.0,18
7409,Battlefield Vietnam,PC,2004,Shooter,84.0,7.5,16
7410,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,70.0,,16
7412,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,83.0,8.4,18
7413,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,75.0,9.0,16
7414,Jet Grind Radio,GBA,2003,Action,74.0,9.3,6
7415,My Frogger: Toy Trials,DS,2006,Action,66.0,,6
7416,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,86.0,9.0,18
7418,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,76.0,6.5,16
7419,Under the Skin,PS2,2004,Action,55.0,,16
7420,NHL 07,XB,2006,Sports,75.0,7.7,12
7422,Guild Wars: Nightfall,PC,2006,Role-Playing,84.0,8.7,16
7423,Battlezone,PSP,2006,Shooter,57.0,,12
7424,Medal of Honor: Vanguard,PS2,2007,Shooter,63.0,6.1,16
7425,Super Monkey Ball Adventure,PS2,2006,Platform,53.0,6.7,6
7426,Madden NFL 07,GBA,2006,Sports,68.0,9.3,6
7427,MySims,PC,2008,Simulation,70.0,6.4,6
7428,The Sims 2: Bon Voyage,PC,2007,Simulation,74.0,7.3,16
7429,AniMates!,DS,2007,Simulation,33.0,2.5,6
7430,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,46.0,4.7,16
7433,Bully: Scholarship Edition,PC,2008,Action,72.0,7.5,16
7434,Justice League Heroes: The Flash,GBA,2006,Action,72.0,7.4,12
7435,Metal Saga,PS2,2005,Role-Playing,62.0,7.3,16
7436,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,72.0,8.3,18
7437,CID The Dummy,Wii,2009,Platform,31.0,,12
7438,Battlefield 2142,PC,2006,Shooter,80.0,6.8,16
7440,My DoItAll,DS,2009,Misc,60.0,,6
7441,Lost Planet 2,PC,2010,Shooter,63.0,6.3,16
7442,X3: Terran Conflict,PC,2008,Simulation,73.0,7.9,16
7443,Open Season,PS2,2006,Platform,57.0,,12
7445,Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,52.0,5.3,18
7446,Ducati Moto,DS,2008,Racing,69.0,,6
7447,Drome Racers,GBA,2003,Racing,73.0,,6
7448,SWAT 4,PC,2005,Shooter,85.0,8.6,18
7449,Battlefield 1942,PC,2002,Shooter,89.0,8.6,16
7450,Napoleon Dynamite: The Game,DS,2007,Puzzle,45.0,7.3,12
7453,Dungeon Siege II,PC,2005,Role-Playing,80.0,7.9,18
7454,Battlestations: Pacific,PC,2009,Strategy,74.0,8.4,16
7455,ZooCube,GC,2002,Puzzle,67.0,6.1,6
7457,The Lord of the Rings: Conquest,PC,2009,Action,57.0,6.7,16
7458,Stake: Fortune Fighters,XB,2003,Fighting,26.0,3.7,16
7460,Serious Sam Advance,GBA,2004,Shooter,51.0,7.2,18
7461,Cold War,XB,2005,Shooter,60.0,8.0,16
7462,Steel Battalion: Line of Contact,XB,2004,Simulation,70.0,8.0,16
7463,NBA Starting Five,XB,2002,Sports,48.0,5.5,6
7464,Spy Hunter: Nowhere To Run,PS2,2006,Racing,51.0,6.0,16
7467,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,58.0,,6
7468,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,53.0,,6
7469,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,56.0,7.7,6
7470,Viva Pinata,PC,2007,Simulation,78.0,7.8,6
7471,Moto Racer DS,DS,2008,Racing,73.0,,6
7472,Neverwinter Nights 2,PC,2006,Role-Playing,82.0,6.5,16
7473,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,75.0,8.6,16
7474,Jurassic Park: Operation Genesis,PC,2003,Simulation,72.0,8.7,16
7475,Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,86.0,7.9,16
7476,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,66.0,,12
7477,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,71.0,9.2,18
7478,AMF Xtreme Bowling,PS2,2006,Sports,30.0,4.2,6
7479,Worms,PS3,2009,Strategy,76.0,6.9,12
7481,Colin McRae Rally 2.0,GBA,2002,Racing,80.0,,6
7482,The Settlers: Rise of an Empire,PC,2007,Strategy,66.0,7.7,12
7483,Sheep,PS,2000,Strategy,71.0,,6
7484,Tank Beat,DS,2006,Strategy,40.0,5.4,12
7485,ParaWorld,PC,2006,Strategy,71.0,8.3,16
7486,AirForce Delta Storm,GBA,2002,Shooter,71.0,,6
7487,Ghost Pirates of Vooju Island,PC,2009,Adventure,66.0,,16
7488,Future Tactics: The Uprising,GC,2004,Strategy,63.0,,16
7489,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,51.0,7.6,16
7491,George of the Jungle and the Search for the Secret,Wii,2008,Platform,35.0,4.0,6
7492,Thunderbirds,GBA,2004,Shooter,47.0,,6
7493,Inkheart,DS,2009,Adventure,39.0,2.2,6
7494,Total Immersion Racing,XB,2002,Racing,60.0,,6
7495,Luxor: The Wrath of Set,PSP,2006,Puzzle,60.0,,6
7496,Demigod,PC,2009,Strategy,76.0,7.9,16
7497,Mage Knight: Destiny's Soldier,DS,2006,Strategy,59.0,7.1,12
7498,Blender Bros.,GBA,2002,Platform,73.0,,6
7499,Stronghold Crusader Extreme,PC,2008,Strategy,45.0,6.8,16
7500,DemiKids: Light Version,GBA,2002,Role-Playing,62.0,8.3,6
7501,Cities XL 2011,PC,2010,Simulation,70.0,5.7,6
7502,Line Rider 2: Unbound,Wii,2008,Puzzle,62.0,6.4,6
7503,SimCity Societies,PC,2007,Simulation,63.0,4.3,12
7504,Star Trek Online,PC,2010,Role-Playing,66.0,6.2,16
7505,RayCrisis: Series Termination,PS,1999,Shooter,67.0,,6
7507,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,78.0,7.3,18
7508,Toxic Grind,XB,2002,Sports,49.0,,16
7510,ScrapLand,XB,2005,Action,73.0,7.4,16
7511,Brothers in Arms: Hell's Highway,PC,2008,Shooter,79.0,7.9,18
7512,DiRT,PC,2007,Racing,84.0,7.3,6
7513,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,86.0,8.6,16
7515,Ceville,PC,2009,Action,73.0,8.2,6
7516,Brandish: The Dark Revenant,PSP,2009,Role-Playing,78.0,8.3,16
7517,Summon Night: Swordcraft Story,GBA,2003,Role-Playing,77.0,8.1,12
7518,Samurai Shodown V,XB,2006,Fighting,58.0,,16
7519,Falcon 4.0: Allied Force,PC,2005,Simulation,90.0,8.6,16
7520,Pro Fishing Challenge,XB,2004,Sports,62.0,9.1,6
7522,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,67.0,,12
7523,Rule of Rose,PS2,2006,Action,59.0,8.6,18
7524,RedCard 20-03,GC,2002,Sports,71.0,7.4,6
7525,Pac-Man World Rally,PS2,2006,Racing,54.0,7.4,6
7526,GT Legends,PC,2005,Racing,84.0,8.6,6
7528,Kung Fu Panda,PC,2008,Action,71.0,7.8,12
7529,Frontlines: Fuel of War,PC,2008,Shooter,73.0,6.9,16
7530,NFL Blitz Pro,GC,2003,Sports,71.0,,6
7531,Tom Clancy's EndWar,PC,2009,Strategy,68.0,6.7,16
7532,Commandos: Strike Force,XB,2006,Shooter,62.0,,16
7533,Evolution Snowboarding,PS2,2002,Sports,38.0,,16
7534,Zathura,XB,2005,Adventure,48.0,5.5,12
7536,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,40.0,7.0,16
7537,Test Drive Unlimited,PC,2007,Racing,79.0,8.1,16
7538,Grey's Anatomy: The Video Game,PC,2009,Adventure,36.0,3.9,16
7540,Serious Sam: Next Encounter,GC,2004,Shooter,69.0,8.4,18
7541,Knight's Apprentice: Memorick's Adventures,XB,2004,Action,53.0,4.5,16
7542,Freedom Wings,DS,2006,Simulation,46.0,7.7,12
7543,Left 4 Dead,PC,2008,Shooter,89.0,9.2,18
7544,Iron Phoenix,XB,2005,Fighting,58.0,6.5,16
7545,Kuon,PS2,2004,Adventure,57.0,7.7,18
7546,Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,57.0,,6
7547,Fuel,PC,2009,Racing,67.0,6.7,6
7549,Group S Challenge,XB,2003,Racing,57.0,6.0,6
7550,Dragon's Lair,DS,2010,Platform,63.0,,12
7551,Disney's Meet the Robinsons,DS,2007,Action,64.0,,12
7552,Terminator 3: The Redemption,GC,2004,Shooter,68.0,,16
7553,Balls of Fury,Wii,2007,Sports,19.0,2.8,12
7554,Indigo Prophecy,PC,2005,Adventure,85.0,8.3,18
